provider_id,state,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_meaningful_use_of_ehrs,hospital_overall_rating,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison,readm_30_ami_hrrp_number_of_readmissions,readm_30_cabg_hrrp_number_of_readmissions,readm_30_copd_hrrp_number_of_readmissions,readm_30_hf_hrrp_number_of_readmissions,readm_30_hip_knee_hrrp_number_of_readmissions,readm_30_pn_hrrp_number_of_readmissions,readm_30_ami_hrrp_number_of_discharges,readm_30_cabg_hrrp_number_of_discharges,readm_30_copd_hrrp_number_of_discharges,readm_30_hf_hrrp_number_of_discharges,readm_30_hip_knee_hrrp_number_of_discharges,readm_30_pn_hrrp_number_of_discharges,readm_30_ami_hrrp_excess_readmission_ratio,readm_30_cabg_hrrp_excess_readmission_ratio,readm_30_copd_hrrp_excess_readmission_ratio,readm_30_hf_hrrp_excess_readmission_ratio,readm_30_hip_knee_hrrp_excess_readmission_ratio,readm_30_pn_hrrp_excess_readmission_ratio,readm_30_ami_hrrp_predicted_readmission_rate,readm_30_cabg_hrrp_predicted_readmission_rate,readm_30_copd_hrrp_predicted_readmission_rate,readm_30_hf_hrrp_predicted_readmission_rate,readm_30_hip_knee_hrrp_predicted_readmission_rate,readm_30_pn_hrrp_predicted_readmission_rate,readm_30_ami_hrrp_expected_readmission_rate,readm_30_cabg_hrrp_expected_readmission_rate,readm_30_copd_hrrp_expected_readmission_rate,readm_30_hf_hrrp_expected_readmission_rate,readm_30_hip_knee_hrrp_expected_readmission_rate,readm_30_pn_hrrp_expected_readmission_rate,value
10144,AL,Acute Care Hospitals,Proprietary,1,1,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,32.0,11.0,65.0,110.0,12.0,70.0,164.0,61.0,342.0,495.0,218.0,400.0,1.1135,1.0697,1.0058,1.0467,1.0622,1.0674,15.7683,14.1535,18.8941,21.6603,4.9646,16.6704,14.1611,13.2309,18.7854,20.6948,4.6737,15.6179,0.959491
10146,AL,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,,2.0,2.0,2.0,2.0,1.0,,,14.0,0.0,,21.0,,,73.0,,,96.0,,,1.0197,0.9840000000000001,,1.0955,,,17.4641,19.2463,,17.0635,,,17.1271,19.5589,,15.5765,1.1334629999999999
10148,AL,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,,2.0,3.0,2.0,2.0,2.0,,,58.0,26.0,,19.0,,,317.0,139.0,,122.0,,,1.0598,0.9939,,1.0094,,,17.1391,18.9653,,15.1896,,,16.1724,19.082,,15.0487,0.8796309999999999
10149,AL,Acute Care Hospitals,Government - Hospital District or Authority,1,1,5.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,,49.0,76.0,,61.0,,,270.0,352.0,,368.0,0.9903,,0.9931,1.0099,,0.9978,18.7068,,18.3149,21.4193,,16.6063,18.8906,,18.4413,21.2092,,16.6423,0.9371200000000001
10150,AL,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,,,0.0,18.0,0.0,14.0,,,,98.0,,90.0,,,0.9142,0.9935,0.9773,1.0318,,,14.0998,18.7625,4.5369,13.8581,,,15.4235,18.8856,4.6423,13.4315,0.95589
10157,AL,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,,,25.0,21.0,0.0,38.0,,,111.0,89.0,,185.0,,,1.0561,1.0307,0.8895,1.1016,,,19.2841,21.5157,3.8196,17.8571,,,18.2596,20.8757,4.2942,16.21,1.094021
10158,AL,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,,,32.0,24.0,0.0,58.0,,,173.0,103.0,,243.0,,,1.0189,1.036,1.1943,1.2154,,,17.8024,21.2193,5.9737,19.705,,,17.4729,20.4825,5.002,16.2122,1.033917
10164,AL,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,,27.0,34.0,0.0,58.0,,,173.0,169.0,,367.0,0.9655,,0.9614,0.9977,1.2793,1.0234,18.4615,,17.0968,20.2008,6.3453,15.4869,19.1208,,17.7841,20.2475,4.96,15.1335,1.013786
10168,AL,Acute Care Hospitals,Government - State,1,1,4.0,,3.0,2.0,3.0,2.0,2.0,,,,0.0,,56.0,0.0,,,,,1465.0,,,,0.9768,,0.9149,0.9662,,,16.7342,,3.9399,12.9552,,,17.1309,,4.3063,13.4089,0.974242
10169,AL,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4.0,2.0,,2.0,3.0,2.0,3.0,,,,26.0,45.0,,27.0,,,144.0,217.0,,139.0,,,0.9816,0.9623,,1.024,,,18.8997,21.8361,,18.5344,,,19.2531,22.6924,,18.1007,0.900648
11300,AL,Critical Access Hospitals,Proprietary,1,1,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11302,AL,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11304,AL,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11305,AL,Critical Access Hospitals,Voluntary non-profit - Private,0,1,3.0,2.0,,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13300,AL,Childrens,Voluntary non-profit - Private,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13301,AL,Childrens,Government - State,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20001,AK,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,43.0,0.0,48.0,65.0,19.0,50.0,385.0,,261.0,385.0,528.0,447.0,0.8867,0.9064,0.9985,0.8827,0.9606,0.82,12.9298,12.044,18.4289,18.8314,3.7449,13.4132,14.5825,13.287,18.457,21.3343,3.8984,16.3578,0.905135
20006,AK,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,13.0,,34.0,27.0,0.0,49.0,68.0,,176.0,149.0,,303.0,1.0676,,1.0123,0.9455,1.1973,1.0028,13.7636,,18.8617,20.417,4.2794,16.1242,12.8921,,18.6324,21.5948,3.5742,16.0787,0.802409
20008,AK,Acute Care Hospitals,Government - Local,1,1,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.9157,1.0178,0.9640000000000001,0.9477,,,15.3326,17.8675,3.2498,12.0973,,,16.7448,17.5546,3.3713,12.7648,0.898359
20012,AK,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,,20.0,11.0,0.0,12.0,,,101.0,77.0,,121.0,0.9232,,1.0392,0.9519,0.8567,0.9148,11.3657,,17.3767,18.052,3.3773,13.5322,12.3113,,16.7212,18.9633,3.9422,14.7924,0.827448
20017,AK,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,1.0,3.0,2.0,2.0,2.0,,20.0,0.0,14.0,14.0,27.0,0.0,150.0,,63.0,98.0,538.0,,0.9893,0.9941,1.0179,0.9192,1.1182,0.8816,13.7337,13.2074,20.3409,19.4804,4.6145,14.0668,13.8816,13.2864,19.9827,21.1925,4.1268,15.9553,0.889942
20018,AK,Acute Care Hospitals,Tribal,1,1,3.0,2.0,,2.0,1.0,,,,,,0.0,0.0,,11.0,,,,,,93.0,,,0.9731,0.945,,0.9532,,,17.3945,20.8492,,14.3865,,,17.8746,22.0624,,15.0936,0.774963
20026,AK,Acute Care Hospitals,Government - Federal,1,1,2.0,2.0,1.0,2.0,1.0,1.0,,,0.0,,15.0,21.0,0.0,39.0,,,104.0,78.0,,230.0,0.9747,,0.9459,1.0628,0.9713,1.0345,17.6232,,17.912,22.1434,3.7922,16.2116,18.0804,,18.9363,20.8348,3.9042,15.6705,0.8950229999999999
21303,AK,Critical Access Hospitals,Government - Local,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21306,AK,Critical Access Hospitals,Voluntary non-profit - Church,1,1,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21308,AK,Critical Access Hospitals,Tribal,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21309,AK,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21310,AK,Critical Access Hospitals,Tribal,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21311,AK,Critical Access Hospitals,Voluntary non-profit - Church,1,1,3.0,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21314,AK,Critical Access Hospitals,Voluntary non-profit - Private,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30001,AZ,Acute Care Hospitals,Proprietary,1,1,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,17.0,0.0,,0.0,,,54.0,,,,,,1.0689,0.9765,,0.9946,,,22.9245,22.7156,,17.8548,,,21.4469,23.2616,,17.951,0.9299360000000001
30002,AZ,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,41.0,14.0,33.0,69.0,0.0,53.0,244.0,97.0,182.0,339.0,,284.0,1.0139,1.0071,0.9621,0.9315,0.9694,1.0043,16.4718,14.1768,19.5499,21.660999999999998,4.6289,18.5816,16.246,14.0775,20.3202,23.2546,4.7751,18.5019,0.972999
30006,AZ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,49.0,32.0,42.0,109.0,54.0,74.0,334.0,181.0,266.0,577.0,1620.0,597.0,0.9976,1.1112,0.9339,0.9419,0.8755,0.8572,14.7118,15.5856,17.4745,19.5171,3.4911,13.6946,14.7474,14.0254,18.7116,20.7205,3.9873,15.9768,1.00237
30007,AZ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,14.0,,28.0,22.0,12.0,46.0,113.0,,218.0,185.0,260.0,322.0,0.9711,,0.8933,0.8428,1.0147,0.9604,13.8632,,16.1597,17.3733,4.5055,14.9165,14.2757,,18.0898,20.6134,4.4401,15.5309,0.939852
30010,AZ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,23.0,0.0,39.0,27.0,0.0,43.0,177.0,,175.0,220.0,,261.0,0.9526,0.8405,1.0590000000000002,0.835,0.9425,0.9999,14.5752,12.4111,20.1133,17.1186,4.5179,16.4764,15.3006,14.7655,18.9935,20.5005,4.7934,16.4776,0.982765
30011,AZ,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,34.0,,43.0,58.0,15.0,78.0,213.0,,266.0,282.0,470.0,501.0,1.0270000000000001,,0.934,0.9865,0.8453,0.9801,15.2454,,17.8489,20.8624,3.8847,15.7733,14.8449,,19.1102,21.1474,4.5957,16.0941,1.010589
30012,AZ,Acute Care Hospitals,Government - Local,1,1,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,62.0,25.0,49.0,53.0,0.0,80.0,447.0,110.0,284.0,273.0,,528.0,0.9804,1.2352,0.9901,0.9783,0.902,0.9823,14.1204,16.0121,17.4782,19.8986,3.8725,15.3228,14.4022,12.963,17.6526,20.3399,4.2932,15.5987,0.992524
30013,AZ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,86.0,24.0,139.0,118.0,42.0,259.0,527.0,198.0,676.0,631.0,785.0,1380.0,1.0305,0.9424,1.0587,0.924,1.0876,1.1346,15.9885,13.1639,20.0028,19.4569,5.1412,18.2964,15.5154,13.9691,18.893,21.0568,4.7269,16.1262,0.988677
30014,AZ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,17.0,0.0,50.0,58.0,14.0,64.0,127.0,,244.0,294.0,286.0,505.0,0.991,1.0767,1.0247,0.961,1.0182,0.8789,13.7852,14.4959,19.8247,20.5534,4.7714,13.9601,13.9098,13.4632,19.3465,21.3866,4.6861,15.8842,0.969923
30016,AZ,Acute Care Hospitals,Voluntary non-profit - Other,1,1,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,,52.0,45.0,0.0,55.0,,,291.0,151.0,,357.0,0.9556,,1.01,1.1309,1.0307,0.9625,13.4878,,17.6478,24.6796,4.5251,15.9554,14.1148,,17.4731,21.8232,4.3905,16.5762,0.9140360000000001
30022,AZ,Acute Care Hospitals,Government - Local,1,1,2.0,,1.0,2.0,1.0,2.0,2.0,,,,,0.0,,0.0,,,,,,,,,,1.0501,,0.9279,,,,25.45,,14.7606,,,,24.2355,,15.908,0.935944
30023,AZ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,30.0,15.0,18.0,41.0,24.0,44.0,216.0,114.0,135.0,254.0,797.0,395.0,0.9785,0.9915,0.9221,0.8988,0.8027,0.8358,14.4621,13.4188,17.2593,18.6618,3.5453,13.405,14.78,13.5341,18.7173,20.7634,4.4165,16.0381,0.9459989999999999
30024,AZ,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,25.0,13.0,36.0,32.0,,44.0,154.0,71.0,164.0,176.0,,289.0,1.015,1.0866,1.0257,0.9394,,0.965,15.6753,14.2229,20.9044,20.3472,,15.8535,15.4433,13.0894,20.3803,21.6588,,16.4279,0.9875120000000001
30030,AZ,Acute Care Hospitals,Proprietary,1,1,2.0,2.0,3.0,1.0,1.0,1.0,2.0,,23.0,0.0,17.0,45.0,0.0,32.0,172.0,,93.0,210.0,,183.0,0.9523,0.9743,0.9819,0.9967,1.0612,1.0318,15.0252,13.7038,19.5817,21.5242,4.6319,16.6057,15.7784,14.0648,19.9419,21.5946,4.3648,16.0947,1.027435
30033,AZ,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,,20.0,19.0,0.0,34.0,,,106.0,105.0,,188.0,0.9856,,1.021,0.9721,1.1398,1.0396,17.7609,,17.6021,19.7126,5.2119,17.0197,18.0208,,17.24,20.2792,4.5728,16.3715,0.927522
30036,AZ,Acute Care Hospitals,Voluntary non-profit - Other,1,1,4.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,48.0,16.0,45.0,73.0,0.0,95.0,315.0,156.0,312.0,426.0,,710.0,1.0042,0.9096,0.8985,0.8879,0.9540000000000001,0.8596,15.1608,12.4059,16.6404,18.8161,4.413,14.464,15.097000000000001,13.6383,18.5207,21.1912,4.6256,16.826,0.993503
30037,AZ,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,3.0,3.0,1.0,2.0,1.0,,12.0,0.0,0.0,13.0,24.0,0.0,76.0,,,73.0,693.0,,1.0048,0.8998,1.0038,0.9623,0.9238,0.9155,15.425,13.3909,17.4202,21.0178,3.6844,14.081,15.3511,14.8819,17.3544,21.840999999999998,3.9883,15.380999999999998,0.960232
30038,AZ,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,26.0,0.0,46.0,78.0,33.0,94.0,140.0,,240.0,396.0,657.0,591.0,1.0568,0.9484,1.0094,0.9773,1.0727,0.9932,16.2927,11.8375,18.9076,20.046,4.8138,15.9645,15.4176,12.4819,18.7309,20.5107,4.4876,16.0739,1.0299690000000001
30043,AZ,Acute Care Hospitals,Voluntary non-profit - Other,1,1,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,35.0,,37.0,43.0,0.0,54.0,167.0,,246.0,185.0,,322.0,1.0721,,0.9227,1.0448,0.9973,1.0341,18.4745,,17.1781,21.7922,4.3572,16.2394,17.232,,18.6166,20.8573,4.369,15.7044,0.9649129999999999
30055,AZ,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,32.0,0.0,108.0,108.0,0.0,149.0,194.0,,551.0,381.0,,622.0,1.0151,1.0408,1.0183,1.139,1.0311,1.2694,16.0412,13.6896,19.3832,26.1526,5.4494,21.9067,15.802999999999999,13.1524,19.0356,22.9611,5.2849,17.2576,0.9113040000000001
30061,AZ,Acute Care Hospitals,Voluntary non-profit - Other,1,1,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,66.0,32.0,136.0,132.0,54.0,167.0,436.0,238.0,673.0,621.0,1176.0,967.0,0.9736,0.9749,1.0141,0.9879,0.9679,0.9967,15.4916,13.8233,20.0692,21.3762,4.6461,17.2878,15.9121,14.1798,19.7909,21.6378,4.8003,17.3456,0.9196690000000001
30062,AZ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,,18.0,13.0,0.0,25.0,,,119.0,119.0,,241.0,0.9442,,0.943,0.8643,0.9421,0.8492,13.8407,,18.3923,18.2722,4.2601,13.7796,14.6585,,19.5039,21.1398,4.5221,16.2262,0.899589
30064,AZ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,42.0,20.0,30.0,59.0,0.0,79.0,227.0,124.0,114.0,296.0,,441.0,1.0589,1.036,1.0773,0.9427,0.8249,1.0052,17.0207,15.1006,21.9175,21.165,3.5711,17.8519,16.0738,14.5758,20.3439,22.4522,4.3289,17.7591,0.9777530000000001
30065,AZ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,30.0,13.0,82.0,76.0,18.0,114.0,218.0,79.0,342.0,370.0,352.0,670.0,0.9743,1.0487,1.1127,1.0039,1.093,1.0265,14.4496,14.3394,21.8545,20.4775,4.6237,16.8138,14.8313,13.673,19.6418,20.3987,4.2305,16.3801,0.975616
30068,AZ,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,0.0,0.0,0.0,15.0,,,,,,124.0,,,0.9825,1.0239,1.0331,0.9697,,,15.4319,19.9667,3.6711,13.32,,,15.7067,19.500999999999998,3.5533,13.7359,0.847202
30069,AZ,Acute Care Hospitals,Proprietary,1,1,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,38.0,0.0,55.0,88.0,34.0,73.0,251.0,,290.0,425.0,608.0,541.0,1.0262,0.9697,1.0226,1.0042,1.1348,0.9051,14.5558,13.1894,18.463,20.6454,5.1856,14.4189,14.1845,13.6021,18.0552,20.5581,4.5695,15.9309,0.899648
30071,AZ,Acute Care Hospitals,Government - Federal,1,1,,,,2.0,,2.0,,,,,,14.0,,25.0,,,,37.0,,168.0,,,,1.1023,,1.0573,,,,21.8509,,13.2783,,,,19.8231,,12.5583,0.800059
30073,AZ,Acute Care Hospitals,Voluntary non-profit - Other,0,1,3.0,,2.0,2.0,1.0,2.0,,,,,,14.0,0.0,15.0,,,,61.0,,140.0,,,,1.0329,1.0495,0.9466,,,,19.7597,3.8825,12.6356,,,,19.1303,3.6995,13.3491,0.745765
30074,AZ,Acute Care Hospitals,Government - Federal,0,1,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.674786
30077,AZ,Acute Care Hospitals,Government - Federal,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30078,AZ,Acute Care Hospitals,Government - Federal,0,1,,,,,2.0,2.0,,,,,,,,0.0,,,,,,,,,,,,0.9635,,,,,,13.376,,,,,,13.8831,0.662461
30083,AZ,Acute Care Hospitals,Proprietary,1,1,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,0.0,,16.0,20.0,0.0,35.0,,,102.0,88.0,,164.0,0.9512,,0.9626,1.0164,0.9766,1.1049,14.2833,,18.1452,21.5787,3.4589999999999996,18.1661,15.0156,,18.8509,21.2304,3.5419,16.4417,1.023315
30084,AZ,Acute Care Hospitals,Government - Federal,1,1,3.0,,,2.0,2.0,1.0,,,,,,0.0,,23.0,,,,,,155.0,,,,0.9993,,1.0658,,,,19.3914,,12.8622,,,,19.4051,,12.0679,0.742067
30085,AZ,Acute Care Hospitals,Proprietary,1,1,3.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,24.0,0.0,48.0,58.0,49.0,106.0,201.0,,314.0,351.0,1093.0,672.0,0.95,0.9678,0.9341,0.9139,1.0387,1.0015,13.3673,11.9005,16.6794,18.0447,4.4153,15.7625,14.0708,12.2958,17.8568,19.7453,4.2507,15.7389,1.014656
30087,AZ,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,1.0,3.0,3.0,1.0,3.0,3.0,35.0,0.0,49.0,125.0,40.0,138.0,279.0,,306.0,603.0,1059.0,960.0,0.9493,0.9827,0.9235,1.0162,0.9372,0.9147,13.5976,12.0398,17.7264,20.5684,3.8959,14.8454,14.3244,12.2516,19.1949,20.241,4.1567,16.2292,1.0308680000000001
30088,AZ,Acute Care Hospitals,Voluntary non-profit - Private,0,1,4.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,0.0,,117.0,81.0,37.0,228.0,,,769.0,370.0,667.0,1374.0,1.0253,,0.8668,0.9918,1.1133,0.987,20.5729,,16.4172,22.0307,5.23,16.6431,20.0644,,18.9389,22.2139,4.6978,16.8629,0.9754219999999999
30089,AZ,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,33.0,14.0,84.0,71.0,11.0,120.0,224.0,81.0,406.0,352.0,168.0,666.0,0.9472,1.0611,1.0017,0.9313,1.1288,0.9892,16.1602,14.7207,20.6605,21.4247,5.1333,18.1042,17.0602,13.8736,20.6245,23.0055,4.5476,18.3024,0.992474
30092,AZ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,17.0,0.0,41.0,62.0,11.0,79.0,142.0,,211.0,245.0,302.0,464.0,0.9606,0.9535,1.042,1.0977,0.9884,1.0226,13.5596,11.7131,18.1685,22.9462,3.7166,16.778,14.116,12.2836,17.437,20.9044,3.7602,16.4074,0.978672
30093,AZ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,52.0,,82.0,84.0,43.0,133.0,417.0,,493.0,475.0,720.0,851.0,0.9308,,0.9599,0.9166,1.1917,0.9753,13.4417,,17.1677,18.7824,5.4906,15.7784,14.4405,,17.8841,20.4907,4.6073,16.1782,0.923465
30094,AZ,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,2.0,2.0,1.0,1.0,2.0,,17.0,0.0,31.0,33.0,25.0,53.0,124.0,,168.0,166.0,600.0,376.0,0.9763,1.018,0.9884,0.9605,0.9827,0.9001,14.815999999999999,15.6033,18.9099,21.3857,4.2233,15.5285,15.1751,15.3274,19.1317,22.2658,4.2978,17.2514,0.990217
30101,AZ,Acute Care Hospitals,Proprietary,1,1,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,39.0,,95.0,98.0,22.0,55.0,194.0,,491.0,365.0,367.0,276.0,1.0663,,0.9888,1.1197,1.1508,1.0425,18.1318,,19.5017,24.8851,5.2453,19.1236,17.0051,,19.7224,22.2241,4.5578,18.3449,0.898867
30103,AZ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,5.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,24.0,0.0,21.0,97.0,34.0,122.0,234.0,,163.0,578.0,1103.0,823.0,0.8583,0.9496,0.8833,0.8340000000000001,0.7899,0.8756,13.9977,13.7688,17.893,18.6828,3.4964,15.6508,16.309,14.4989,20.2566,22.4027,4.4265,17.8736,0.9205200000000001
30105,AZ,Acute Care Hospitals,Voluntary non-profit - Private,0,1,5.0,3.0,3.0,3.0,3.0,,,,74.0,27.0,0.0,113.0,,0.0,635.0,255.0,,713.0,,,0.8646,0.9035,0.9399,0.8339,,0.9890000000000001,12.9498,11.9566,17.062,17.3628,,17.6198,14.9784,13.2334,18.1529,20.8207,,17.8157,0.998242
30123,AZ,Acute Care Hospitals,Proprietary,1,1,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,0.0,,26.0,34.0,27.0,47.0,,,139.0,188.0,867.0,349.0,0.9538,,0.9947,0.9551,0.8585,0.9325,12.6473,,18.9595,19.5597,3.4528,14.4737,13.2599,,19.061,20.479,4.0218,15.5218,0.977184
30107,AZ,Acute Care Hospitals,Proprietary,0,1,,,,,3.0,,,,,,,,25.0,,,,,,697.0,,,,,,0.9501,,,,,,3.7282,,,,,,3.9242,,0.8875059999999999
30108,AZ,Acute Care Hospitals,Proprietary,0,1,,,,,3.0,,,,,,,,0.0,,,,,,,,,,,,1.1862,,,,,,4.8041,,,,,,4.0501,,0.8594139999999999
30110,AZ,Acute Care Hospitals,Proprietary,1,1,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,31.0,0.0,42.0,32.0,,55.0,138.0,,199.0,157.0,,320.0,1.1425,1.113,1.0118,0.9805,,0.9987,16.8618,14.6732,20.6995,21.1518,,17.2083,14.759,13.1833,20.4575,21.5721,,17.2303,0.957787
30111,AZ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,19.0,,12.0,18.0,,18.0,109.0,,58.0,106.0,,146.0,1.0512,,1.0128,0.9381,,0.9207,14.8115,,19.2364,20.7042,,15.2105,14.0898,,18.9928,22.0713,,16.5205,0.976632
30112,AZ,Acute Care Hospitals,Proprietary,0,1,,,,,3.0,,,,,,,,31.0,,,,,,447.0,,,,,,1.3799,,,,,,5.5302,,,,,,4.0078,,1.0767010000000001
30113,AZ,Acute Care Hospitals,Government - Federal,0,1,,,,,,2.0,,,,,,,,0.0,0.0,,,,,,,,,,,0.9781,,,,,,14.9606,,,,,,15.2954,0.785308
30114,AZ,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,15.0,,36.0,41.0,26.0,44.0,112.0,,212.0,239.0,923.0,321.0,0.9971,,0.9981,0.9476,0.8101,0.9614,13.5385,,17.0376,18.4878,3.2554,14.3217,13.5782,,17.0697,19.5104,4.0186,14.8972,0.966245
30115,AZ,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,17.0,0.0,35.0,40.0,0.0,57.0,121.0,,198.0,190.0,,347.0,0.9788,0.9779,0.9451,0.9449,1.1319,0.9652,15.0753,15.3304,19.6047,22.9447,5.2862,16.9573,15.4022,15.6763,20.7432,24.2833,4.6704,17.569000000000003,0.907976
30117,AZ,Acute Care Hospitals,Proprietary,1,1,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,,39.0,46.0,0.0,25.0,,,216.0,184.0,,129.0,0.9447,,0.9738,1.054,1.0295,1.0629,13.2302,,18.8726,23.2154,4.6061,16.9607,14.0048,,19.381,22.0269,4.474,15.957,0.88961
